raf,mek,plc,pip2,erk,akt,pka,pkc,p38,jnk,Class
20,13.1,17.9,44.9,3.85,8.82,305,17,27.1,64.9,0
11.9,20.9,11.1,2.94,3.28,21.5,514,9.82,17.8,29.7,1
2.29,19.1,18.6,12.6,33.7,43.3,557,10.1,11.8,1.01,0
61.5,34,3.55,9.22,21.7,42.9,866,8.98,23.5,28.1,0
25.3,20.9,15.4,25.7,5.94,7.99,655,13.7,17.9,45.3,0
27.1,14.9,15.5,24.4,21.9,35.5,355,96.5,130,37.2,0
12.2,9.91,21.7,279,11.3,20.7,542,12,24.4,35.9,1
49.1,35.2,25.7,37.5,5.23,12.1,813,10,21.7,45.7,0
11.4,4.33,11.1,96.5,22.1,44.1,890,8.74,32.8,56.2,0
20.7,9.06,23.5,20.4,57.8,82,922,52.3,80.6,111,0
13.9,16.8,30,38.2,43.7,90.6,2207,41.8,76.4,157,0
90.6,42.9,13,14.1,87.4,142,2503,20.2,36.5,58.8,1
34.3,41,5.19,5.88,25.5,52.3,305,14.9,36.2,41.4,0
17.6,12,10.7,16,155,267,3555,17,31.9,56.2,0
18.8,20,3.22,322,64.4,88.2,1018,15.8,24.6,41.4,1
16,14.5,16.5,175,29.4,38.2,300,17.5,41.4,57.8,1
12.4,35.5,11,126,4.74,31.1,698,10.9,29.7,34.3,1
23.3,14.5,20.7,276,19.1,77,1640,42.9,72.3,143,1
7.77,19.5,42.9,302,3.72,16.5,615,12.1,18.6,27.1,1
18.1,16.1,30.2,31.6,85.1,125,1241,24.6,49.6,46.6,0
61,5.67,25.9,26.4,24.1,45.3,505,18.1,28.9,63.2,0
26.7,16.4,21.7,29.4,16,22.1,509,67.9,151,349,0
9.22,16.5,19.3,21.1,19.1,26.7,655,67.3,145,331,0
39.6,16.3,32.8,33.1,62.6,93.9,1811,11.8,29.7,51.4,0
157,74.3,32.5,54.7,32.2,49.1,858,13.1,38.9,57.8,0
22.5,12.3,34.9,322,21.7,37.9,538,21.1,22.9,30.8,1
14.5,12.1,27.4,17.5,80.6,117,379,4.29,10.5,44.9,0
126,213,18.9,111,14.3,27.4,505,12,16,18.9,1
23.7,11,41.4,75.7,85.1,105,372,19.8,33.7,63.8,0
26.4,7.43,21.5,89,16,30,474,2.31,6.38,10.6,0
39.2,48.7,17.8,11.4,78.4,121,1197,24.6,44.9,53.3,0
21.9,20.4,55.7,483,28.1,44.5,757,11.8,17.3,59.4,1
22.9,7.43,80.6,279,27.4,45.3,1433,65.5,113,107,1
15.3,13.9,23.1,17,15.5,29.7,939,3.82,35.9,13.3,0
30.2,14.7,17.6,29.2,3.19,17.8,289,12.7,32.8,36.5,0
23.7,17,24.8,89,39.6,58.8,441,8.06,15.5,11.1,0
17.5,16.5,19.3,158,9.22,27.4,626,18.9,27.1,77,1
18.1,21.3,16.1,109,17.8,28.9,509,10.8,25.9,64.4,0
24.4,17.9,3.08,11.1,17.9,38.2,528,9.82,16.8,38.9,0
28.6,16.1,38.9,198,53.3,68.5,644,1.58,6.98,8.35,1
14.2,7.99,6.79,12.7,139,198,1310,4.78,10.9,2.94,1
51.9,32.8,77.7,461,27.4,39.6,547,42.6,75.7,40.7,1
5.38,17.6,35.5,557,32.8,55.7,843,36.8,61.5,125,1
12,9.82,27.9,23.9,52.3,75.7,457,12.4,22.9,34.3,0
90.6,77,81.3,334,2.35,33.7,368,1,49.6,6.38,1
12.7,13,16.7,100,7.77,24.8,813,25.5,71.7,112,0
20,14.3,12.5,126,12.5,43.7,820,11.5,21.1,1,0
13,8.28,23.1,24.1,57.3,83.5,1046,13.2,35.9,58.8,0
12.4,9.39,41,77,52.8,94.7,1075,9.56,21.3,36.2,1
7.91,27.4,19.5,147,20.5,24.8,457,17.2,23.3,50.5,1
60.4,29.4,27.1,16.5,8.13,26.7,583,20.7,37.2,32.5,0
10.9,19.3,31.9,262,13.8,14.6,784,66.1,97.3,204,1
17.3,18.3,14.2,15.1,49.1,94.7,2110,13.2,31.1,46.1,0
13.9,15.1,26.4,36.5,32.5,36.8,710,3.43,73,2.76,0
63.2,64.9,9.91,139,85.8,121,362,30.5,46.1,29.7,0
33.4,28.9,12.2,21.7,22.5,75,1794,15,25.5,38.2,0
12.2,12.7,16.4,17.2,3.16,22.7,777,9.39,16.8,38.9,0
9.47,11,38.5,54.7,91.4,165,1911,18.8,30.2,38.9,0
38.5,30.5,24.6,31.1,28.1,36.2,433,12.4,28.9,61,1
75.7,82,44.5,54.2,20.4,28.9,533,12.5,37.5,45.7,1
21.5,10.3,19.6,186,8.35,29.2,843,12.7,28.9,48.7,1
16.1,13.5,24.1,7.17,20,37.2,866,15.4,30,53.3,0
17,17.9,1,15,34.9,63.8,414,11.3,25.7,35.5,0
25.7,8.66,13.9,21.1,73.7,126,1778,167,403,626,0
7.84,9.56,21.3,426,33.7,55.2,496,28.6,52.3,51.9,1
23.5,21.5,23.9,19.6,79.1,178,2371,19.3,38.9,47.8,0
16.4,12.9,23.3,19.6,28.1,58.8,1176,18.3,31.6,40.7,1
13.3,9.31,15.1,14.9,135,189,274,13.8,15.8,34.6,0
64.9,64.9,19.3,19.6,85.1,127,1928,1.46,10.7,20.2,0
8.35,25.5,23.5,25.3,2.09,10.6,217,42.9,68.5,58.8,0
18.3,17.5,19.8,22.3,119,191,2690,12.6,28.1,26.7,0
6.04,32.8,24.1,24.4,83.5,145,1762,9.31,15,7.37,0
16.3,9.31,35.5,178,102,157,1700,10,16.5,52.8,1
45.3,33.4,21.7,18.1,36.8,61.5,1104,12.1,17.3,47.4,0
9.39,19.6,14.9,92.2,42.9,66.7,1009,37.9,56.7,59.4,0
8.28,14.6,40,359,267,368,3106,15,25.3,38.2,1
12.9,14.2,22.7,28.1,15.5,32.8,483,14.2,24.8,48.3,0
2.74,3.11,44.9,211,22.1,39.6,491,11.9,29.7,34,1
21.7,16.8,20.5,108,12.6,24.1,542,17.8,40.7,36.5,0
18.4,16,25.3,12,17.5,32.2,583,10.6,32.5,46.6,0
19.5,15,15.5,178,64.9,83.5,1009,21.5,25.7,42.6,0
38.9,30.5,22.7,21.9,12.6,23.5,583,4.37,16.5,75.7,0
16,17.8,20.5,21.1,18.9,39.6,365,11.8,24.8,30,0
81.3,55.7,98.2,567,105,173,2371,15.3,9.47,51.4,1
18.4,15.1,23.7,26.4,37.5,56.2,757,13.7,22.7,50,0
23.7,18.9,14.6,13.8,52.3,68.5,457,12.5,29.2,44.5,0
3.19,11.7,20.9,22.5,28.9,44.5,500,14.7,27.4,29.4,0
19.3,15.8,19.6,57.8,12.4,25.5,547,15.1,36.2,30.2,1
85.1,61.5,18.1,18.1,22.5,33.7,1134,10.9,21.9,24.8,0
9.06,13.9,46.6,114,10,31.3,828,8.51,25,30.2,0
155,109,3.59,7.04,15.7,25.5,737,10.6,20.2,35.2,0
8.58,10.2,15.8,23.1,94.7,122,453,16.3,48.7,130,0
75.7,56.2,18.6,32.8,18.8,33.1,523,11.8,32.8,41.4,0
27.6,37.2,69.8,137,16,34.3,685,12.1,18.8,29.4,1
24.6,35.2,15.7,50,38.9,69.8,470,9.65,16.8,34.6,0
27.9,25.9,29.2,25,44.5,69.8,1459,28.6,47.8,146,0
16.1,13,23.3,16.1,37.9,53.8,433,54.7,127,115,0
37.2,31.9,9.82,211,6.85,17.3,649,18.6,37.2,133,1
9.39,13.1,20.2,46.1,58.3,101,1446,9.47,14.9,21.1,1
32.2,22.9,1,4.87,28.1,42.2,547,8.51,22.9,51.9,0
10.8,9.31,10.3,313,14.9,21.3,538,25.9,58.3,14.9,1
17.6,14.9,13.6,11.8,17.9,27.9,583,9.73,26.4,19.5,0
16.5,8.43,16,17.3,17.5,22.3,599,32.8,44.9,71.7,0
13.8,22.3,13,99.1,42.6,49.6,359,27.1,55.2,49.1,0
16.3,7.84,33.4,313,70.4,110,2035,25.9,49.6,66.7,1
24.4,10.1,24.8,22.5,6.26,38.9,1219,16.3,24.6,33.4,0
90.6,62.6,1.76,3.34,27.1,95.6,1382,29.2,52.3,106,0
70.4,63.2,17.9,14.1,108,161,2267,7.99,22.5,46.1,0
56.2,21.5,70.4,368,17.3,29.4,698,39.2,72.3,66.1,1
24.8,9.14,22.9,470,28.9,44.5,457,9.39,15.5,24.6,1
19.5,10.6,21.1,35.5,12.5,17.9,655,12.6,15.1,35.5,0
20,12.1,16.5,19.3,95.6,160,1395,10,32.2,33.4,0
22.7,18.9,52.8,160,28.9,52.8,441,14.1,34,52.3,1
14.7,16.7,10.8,14.7,25.7,37.5,487,6.38,22.5,28.6,1
23.5,17.8,26.2,153,14.7,36.2,1009,9.73,29.7,75,1
20.9,7.5,4.33,18.3,17,27.9,610,12.4,34.6,39.6,0
19.1,10.6,12.3,20.9,55.7,93.1,1625,31.1,61.5,42.2,0
119,96.5,61,453,20.5,34.9,422,6.98,21.1,24.4,1
21.5,13.6,13.7,37.2,17.6,30.8,685,3.72,13.8,44.1,0
21.3,11.8,22.9,170,69.2,118,2110,54.7,79.9,19.8,1
12.3,12.9,13.9,13.7,13.2,65.5,1433,13.6,32.5,51.4,0
18.6,18.8,31.9,359,63.8,119,2187,39.6,85.1,235,1
54.7,47,29.4,44.5,2.39,17.9,279,19.1,47.8,53.8,0
23.5,13.3,35.2,41,12,33.1,626,31.9,74.3,138,1
72.3,15.5,63.8,264,28.6,52.8,457,9.56,22.1,43.3,1
19.8,17.5,17.5,28.1,5.19,38.2,906,23.7,49.6,6.38,0
11.8,13.2,17.2,137,15.3,38.2,791,20,33.7,30.5,1
38.5,35.2,20,223,18.3,44.9,474,16,16.3,55.2,1
12.4,16.1,136,410,11.5,22.7,368,15.1,30.5,40,1
15.7,23.1,12,36.2,10.7,28.4,433,39.6,85.1,80.6,0
37.5,23.5,22.5,23.1,68.5,86.6,858,15.7,37.5,81.3,0
15.7,19.3,52.3,68.5,7.43,31.6,777,83.5,160,231,1
25.3,13.5,49.1,130,77,126,2247,7.99,26.9,26.9,1
12.9,9.39,40.3,193,269,379,1685,2.76,7.1,29.4,1
17.8,11.7,3.52,20.4,28.6,45.3,1009,2.86,23.3,58.3,0
29.2,4.03,18.6,17.3,12.3,26.9,599,50.5,120,186,0
23.1,28.1,23.3,25.7,10.4,11.4,737,2.89,14.6,13.9,0
33.1,16.4,108,297,106,131,407,5.88,18.9,52.8,1
84.3,67.3,19.5,18.9,23.1,50.5,429,7.43,18.3,31.9,0
23.3,17.3,45.7,461,32.2,42.9,410,8.9,21.1,43.3,1
14.9,11,23.1,19.1,29.4,47.8,343,4.18,57.3,6.85,0
14.9,17.9,17.8,26.9,19.3,35.2,965,7.3,23.1,31.1,0
53.8,22.3,24.6,28.4,17.6,56.7,2436,262,334,7.84,0
20.4,9.22,20.7,23.5,54.2,78.4,649,32.8,68.5,107,0
7.23,10.4,1.38,5.94,10.2,17.6,644,6.79,23.5,25.9,0
84.3,48.7,20.9,27.9,47.4,77.7,414,11.9,27.6,28.6,0
40.3,23.1,28.4,20.9,13.8,33.4,939,11.4,16.8,37.9,0
113,78.4,20.7,28.9,79.9,133,692,6.21,10.9,1.68,0
21.7,15.5,24.6,16.7,25,44.9,604,4.61,37.9,77.7,0
18.4,13,16.7,11.7,41.4,59.9,1114,8.98,25.5,57.3,0
48.7,10,29.4,26.4,10.6,17.8,127,6.55,23.3,34.3,0
6.44,14.7,21.7,29.7,4.07,16.4,1046,23.5,28.6,37.5,0
20.4,15.4,20.7,29.4,38.2,61,1459,36.8,87.4,191,0
12,8.13,36.8,47,39.2,91.4,1472,9.22,24.6,42.6,0
29.7,20.9,4.1,16.7,17.6,34.9,784,9.39,32.5,35.5,1
19.3,24.4,20.4,26.2,38.2,63.8,1286,19.1,20,68.5,0
21.1,38.2,31.3,34,2.97,21.1,519,10,26.9,38.2,0
41.8,26.4,31.3,91.4,30.5,51.4,385,4.61,31.6,38.5,1
20.5,10.5,22.3,15.4,33.4,67.3,429,37.9,79.1,100,0
37.2,26.7,20.2,61,18.1,38.9,947,4.26,15,26.7,0
42.2,33.1,5.83,15.1,90.6,172,2187,13.7,23.7,53.3,0
42.6,42.9,22.9,31.9,19.1,34.3,655,12,15,35.9,0
16.8,5.67,25.9,48.3,6.98,11.2,445,5.47,16,14.1,1
15.8,10.4,23.9,20.4,4.91,22.9,457,31.1,46.6,93.1,0
15.3,6.04,18.1,36.2,48.7,61.5,750,25.5,51.9,41,0
28.1,14.1,9.82,186,3.02,21.9,328,5.99,23.5,42.2,1
33.1,30.2,17.2,26.7,17.2,27.6,372,20.2,19.3,37.2,0
40,30,41.8,36.5,26.7,35.9,437,31.9,77,79.1,0
22.9,21.9,18.9,56.7,11.3,25.3,621,16.1,28.1,30.2,0
20,11.2,35.2,36.2,3.37,3.49,110,17.9,33.7,36.2,0
27.1,28.6,22.9,209,40,62.1,626,54.2,87.4,9.31,1
17,12.7,47.4,114,8.06,16.5,784,5.09,14.1,45.3,1
16,29.2,17.3,23.9,38.2,57.3,519,12,31.9,63.8,1
28.6,22.5,15.8,33.7,33.7,53.8,286,37.2,78.4,167,0
15.4,8.66,3.25,4.45,154,308,4451,41,104,179,0
17.6,14.3,18.9,15.8,46.6,71,578,11.5,17.2,67.3,0
26.7,15.7,25.3,31.1,8.66,29.7,1009,12.6,42.6,33.7,0
32.8,13.5,1.61,1,56.2,78.4,1055,12.9,34.6,40.7,0
125,71,25,34,30.8,40.3,457,11.9,32.8,26.9,0
19.3,19.1,20.5,248,58.3,80.6,255,16,22.5,38.9,1
11.5,11.8,31.9,322,10.3,24.4,578,6.26,15.8,29.4,1
85.8,61,61,372,37.5,55.2,313,36.5,75.7,196,1
28.6,14.7,15.8,211,8.82,15.8,649,28.4,51.9,83.5,1
58.8,32.5,2.57,9.39,80.6,122,478,50.9,106,289,0
24.1,21.1,2.17,1.83,3.02,17.2,127,13,36.8,93.1,0
21.9,10.2,24.8,58.8,24.1,41,302,6.38,22.3,50.5,0
19.3,8.2,22.1,73,13.6,22.1,770,24.4,50.9,82.8,1
32.8,22.1,16.3,17.2,17.3,27.6,638,11.1,27.9,54.7,0
27.6,16,18.9,26.7,82.8,127,1700,103,138,33.7,0
17.6,16.5,19.1,13.9,8.06,82,552,82.8,163,250,0
13,17.5,10.1,46.6,23.1,47.8,519,8.28,27.9,40.7,0
34.9,52.8,20.9,18.9,22.7,33.7,649,5,17,17.5,0
24.1,13.6,16.3,19.1,82,195,2738,6.67,21.7,19.5,0
24.4,32.5,17.2,32.2,44.5,61.5,346,8.9,14.3,21.5,0
71.7,59.4,13.3,379,30.2,41,723,44.1,119,160,1
12.9,6.79,80.6,461,27.4,45.7,311,20,36.2,24.6,1
14.2,18.1,23.5,21.9,36.8,62.6,445,9.39,24.8,26.2,0
31.6,15.1,9.82,235,9.73,31.9,770,8.74,27.4,46.1,1
52.8,32.8,4.03,9.82,42.9,67.9,791,10.7,21.3,55.2,0
79.9,56.2,17.5,17.2,138,217,615,8.43,21.7,47.8,0
105,34.9,20.9,27.6,42.6,66.1,505,49.1,82,114,0
129,21.7,26.4,27.1,85.1,147,1625,7.17,13,32.2,0
64.9,38.2,13.6,149,34,51.4,445,26.4,52.3,87.4,1
24.6,13.3,10.8,21.5,26.7,38.9,334,7.37,11.2,36.8,0
48.3,35.2,14.7,26.4,12.9,30.5,791,19.3,35.9,33.4,0
20.7,17.8,22.3,20.9,33.7,50,491,27.9,47,47.8,0
32.2,22.5,22.3,107,18.4,41,750,8.06,36.8,66.1,0
48.3,27.9,18.1,13.5,37.9,85.8,2091,6.26,23.9,32.5,0
15.8,16.7,29.2,441,27.4,48.3,851,9.91,25.5,44.9,1
25.9,22.3,32.2,95.6,13.9,24.4,1094,5.67,13.2,30.8,1
31.3,15.5,79.9,552,25.3,36.8,372,13,28.1,36.8,1
17.6,17.9,14.3,25.5,43.3,79.1,557,9.91,16.7,25,0
25.7,10.4,18.6,19.6,14.9,34.9,1027,10,30,57.8,0
113,103,19.8,33.7,160,257,1794,27.4,64.9,84.3,0
9.56,15.8,15.7,14.5,22.5,42.9,806,11.5,17.3,40,0
48.3,23.5,33.1,111,6.73,30.2,743,4.87,23.9,41.4,1
22.5,14.2,10.6,176,25,43.3,316,13.1,25.7,50.9,0
22.7,3.37,20.5,30.2,18.8,40,784,19.5,31.6,32.5,0
76.4,46.1,27.4,41.4,52.3,76.4,552,1.41,29.2,46.6,0
20.5,9.73,20.5,23.3,33.1,46.1,487,11.1,23.9,36.2,0
12.6,39.2,23.3,18.8,59.4,96.5,667,12.2,32.5,31.6,0
43.7,23.1,17,17.9,38.2,47,264,7.91,15.4,24.1,0
18.1,15.4,21.1,61,14.7,23.9,389,7.99,15.7,39.6,0
21.7,10.6,18.8,12.5,179,279,2187,9.22,17.6,44.5,0
126,21.9,20.9,25,16.7,23.7,474,14.1,24.4,48.7,0
23.7,25.5,16.4,289,25.9,32.2,441,51.9,83.5,104,1
21.1,5,35.2,53.3,123,250,3491,8.58,21.7,44.9,0
22.5,10.5,18.9,17.2,93.9,142,956,10.4,35.9,38.5,0
39.2,11.5,37.5,54.2,124,179,2288,18.9,36.2,38.2,1
13.7,9.39,17.6,17.3,17.5,27.6,246,12.5,22.5,34,0
32.2,18.1,91.4,382,17.6,38.9,882,73,139,328,1
53.3,36.2,18.4,23.1,16.3,28.1,710,8.82,12.1,35.5,0
19.5,7.17,80.6,491,27.6,46.6,1582,8.35,26.4,61.5,1
16.8,20.7,3.92,20.7,30.2,51.4,328,11.4,28.9,37.9,0
2.92,13,15.1,34.3,137,178,337,13.7,30.2,65.5,0
27.6,13,11.2,14.6,65.5,93.1,418,14.3,26.9,51.9,0
24.4,5.05,17.3,117,123,231,1526,23.9,48.3,69.2,0
27.6,17.9,21.3,20,17.3,30.5,389,7.3,16.3,34.6,0
163,39.2,17,11.4,143,235,1526,6.61,6.21,34,0
17.5,8.06,24.1,38.5,48.7,66.7,352,57.8,67.3,29.2,1
16.1,18.1,24.6,204,67.3,198,1655,10,16.5,34.6,0
28.9,15.1,14.6,5.14,63.8,79.9,191,22.3,36.2,51.4,1
22.5,62.1,15.7,21.5,64.9,121,1197,8.28,26.9,27.6,1
25.3,58.8,70.4,308,4.37,12,264,10,24.8,25.3,1
4.29,13.2,27.1,24.1,11.3,32.8,523,6.85,14.6,12.2,0
17.9,11.7,17.8,161,12.6,21.1,588,51.4,109,143,0
42.2,25.9,4.22,10.4,76.4,110,461,1.76,106,3.89,0
25.3,21.5,66.1,382,37.9,57.8,483,14.3,39.6,42.6,1
9.65,31.9,14.7,30.8,28.1,48.7,649,20.4,39.6,39.2,0
8.74,13.7,10.2,176,56.2,119,1700,15,26.7,41.8,1
17.2,12,25.3,91.4,7.7,34.9,1700,14.2,23.1,30.2,0
22.9,21.9,14.9,26.4,55.2,91.4,882,9.56,17.5,32.5,0
14.7,8.98,19.1,18.3,69.8,105,1252,19.8,31.1,31.6,0
14.6,9.56,12.3,15,48.3,66.7,567,10.9,24.6,21.9,0
24.6,22.7,13.6,75,20.2,37.9,500,9.73,38.2,106,0
37.2,37.9,13.3,154,37.2,50.9,313,16.4,28.4,31.3,0
85.8,106,9.22,257,14.7,18.9,94.7,9.73,30.5,30.2,1
17.3,19.6,11.9,83.5,15.1,27.4,523,4.87,12.3,31.3,0
9.22,28.1,19.6,14.9,47.8,76.4,813,12.9,18.1,26.9,0
23.1,16.4,11.9,46.6,2.94,25.3,461,8.35,15.5,10.6,0
13.3,10.2,19.5,20.5,6.92,15.7,717,20,32.5,61.5,0
20.5,9.22,50.9,161,10.7,19.3,449,7.77,17.3,61.5,1
12.6,30.5,61,461,11.9,22.3,457,6.73,24.1,33.1,1
55.7,51.9,11.3,80.6,46.6,45.3,407,104,125,49.1,0
20.9,16.3,8.28,111,30.2,52.3,474,13.9,30.2,39.2,0
100,73,23.1,26.4,9.06,28.4,496,23.1,47,62.6,0
17.8,17.9,10.2,24.1,38.2,39.6,308,15,25.7,36.2,1
29.2,16.3,9.82,28.1,23.1,54.7,1420,17.9,28.1,54.7,0
19.5,15.4,22.1,21.5,34.9,52.8,661,7.77,17.5,32.2,0
33.1,17,51.4,505,69.2,104,1000,5.38,135,10.6,1
47.4,26.2,41.4,202,7.37,16.7,578,2.21,23.5,25.3,1
7.5,11.7,21.9,28.6,3.52,24.8,433,7.3,23.7,51.4,0
47,18.6,13.3,35.5,20.5,28.9,578,10.4,24.1,36.5,0
30.8,15.7,63.2,552,18.6,27.4,528,74.3,129,153,1
10.6,14.6,14.7,22.3,12.7,44.9,1065,14.2,30,76.4,0
33.1,58.8,29.7,368,40.7,53.8,906,14.1,28.1,57.3,1
16.3,16.1,5.38,5.62,28.9,41,300,8.13,20,25,0
123,73,13.9,107,20.5,39.2,661,19.8,48.7,157,1
22.5,17,25.7,33.1,44.1,72.3,1700,11.8,40.7,102,0
26.2,11.3,4.91,2.69,32.2,50,382,8.13,17.8,18.1,0
18.4,9.31,25.9,305,28.6,43.7,359,24.1,53.8,89,1
36.8,20.9,19.3,28.4,124,168,679,10.6,34,32.2,0
19.1,25.9,26.2,173,61.5,115,2247,19.8,31.3,62.1,1
17.6,18.9,17.8,20.7,5.99,50,588,9.82,23.5,39.6,0
21.5,8.51,29.7,106,106,178,1981,34.3,79.9,110,0
18.8,8.74,1,7.1,5.52,20.5,523,14.5,25,59.4,0
36.2,10.8,47.8,53.3,8.9,26.2,965,2.33,13.7,51.9,0
3.46,2.39,6.49,23.9,132,189,644,10.7,31.6,61.5,1
47,25.9,19.3,16.1,17.8,98.2,2839,12.9,24.4,37.2,0
7.37,11.1,12.7,107,13,23.7,644,22.7,39.2,49.1,0
17.9,12.3,1.02,10.6,2.23,29.4,474,8.66,2.33,12.1,0
19.6,18.9,18.1,38.2,4.7,27.6,851,10,34.6,49.1,1
17.9,19.8,41.4,191,3.72,27.4,372,10.1,21.7,29.7,1
12.6,16.3,15.5,62.6,28.6,47,483,6.32,20,43.7,1
75.7,57.3,23.3,202,4.7,12.4,441,12.5,23.3,70.4,1
113,66.7,46.6,433,18.4,31.9,851,22.3,38.2,40.7,1
120,53.3,5,12.1,114,160,991,4.57,25,40.7,0
35.5,25,13.9,103,15,22.7,594,12.1,19.8,33.7,0
33.1,22.7,4.22,3.08,60.4,107,1358,7.7,6.55,30.5,0
15.3,7.17,19.8,22.9,14.5,38.9,644,21.7,45.7,110,0
14.1,22.3,15.3,343,28.6,47.4,334,7.3,52.3,115,1
28.1,24.8,20.9,23.7,12.5,27.1,414,13.1,27.6,32.8,0
28.1,11,36.2,37.2,101,149,1263,15.8,28.1,69.8,1
8.13,18.3,19.6,21.5,29.4,50.5,349,5.62,18.6,31.1,0
11.2,49.6,26.4,44.5,26.9,47.8,382,7.99,26.4,40.3,1
28.4,22.3,36.5,33.1,35.9,56.2,294,16.5,30,67.3,0
25.7,15.3,35.2,38.2,36.5,56.2,588,9.56,21.3,40,0
16.5,14.7,23.1,17.3,76.4,150,2054,13,29.4,47.4,0
11.7,15.5,28.1,33.4,38.9,50.5,604,4.14,9.47,43.7,0
124,73,18.6,30.2,11.9,29.7,403,27.9,64.9,112,0
23.9,14.6,11.9,233,71.7,92.2,1395,7.84,40,52.8,1
20.7,15.4,59.4,193,76.4,115,359,11.3,20.4,34,1
17.2,12.3,17.3,178,32.5,48.3,496,16,34,28.1,1
23.5,8.58,25.7,33.7,119,281,1670,12.2,29.4,32.8,0
13.7,18.6,15,106,8.9,18.9,583,11.5,18.3,31.6,0
119,37.2,67.9,528,54.7,73,385,11.1,40,37.5,1
14.3,11.9,46.1,69.2,42.9,75.7,717,7.37,18.1,49.1,1
66.7,31.1,12.1,213,44.9,51.4,279,6.98,21.9,39.2,0
26.7,19.1,18.9,22.1,25.3,36.2,328,4.29,2.23,13.3,0
22.7,16.1,14.5,70.4,19.6,22.3,692,10.6,31.6,27.6,0
26.2,17.2,7.17,106,9.73,15.7,578,13.8,26.7,89,0
33.1,17.9,12.9,158,82.8,146,1499,12.1,20.7,37.5,1
17.3,8.66,2.92,9.22,52.3,97.3,1358,13.5,19.6,30.2,0
8.74,20,7.23,319,31.9,71,3106,12.2,17.5,51.9,1
20.7,3.79,53.8,229,20.4,29.7,426,12.4,26.7,63.2,1
73,63.2,32.2,28.6,67.9,112,2890,16.4,24.4,64.4,0
18.4,10.6,2.27,1.11,35.5,62.1,588,6.92,21.5,59.4,1
38.2,34,13.2,20.5,4.91,12.7,441,22.5,30.2,73,0
11.2,22.7,12.2,139,12.7,26.9,547,31.9,41.4,52.3,0
66.7,42.6,16.7,10.5,28.6,39.6,302,33.7,50.5,77.7,0
1.01,1,1.73,4.96,42.6,70.4,509,16.4,26.7,47.4,0
9.31,11.3,27.6,20.7,100,202,2017,8.51,15.3,26.2,0
22.1,6.67,8.98,168,15.4,34.9,547,15.4,47,66.1,0
21.5,11,10.2,209,13.5,19.5,583,28.6,42.9,79.9,0
45.3,18.6,28.4,45.3,213,337,4255,9.39,8.06,35.2,0
20.7,15.7,18.6,114,31.1,50.9,385,11.9,26.7,53.3,1
82,61.5,18.9,30.5,57.8,119,1762,11.4,15.3,42.2,0
15.1,14.5,10.7,10.7,32.8,55.7,334,7.99,16.1,34.6,0
17,14.9,24.4,29.2,64.4,103,1334,16.5,42.6,63.2,0
24.6,32.2,22.3,23.9,104,188,2788,10.2,25.9,53.3,0
23.9,15.1,26.9,19.5,5.67,21.5,692,15,35.5,45.3,0
28.9,16.1,13.2,62.6,21.3,31.3,519,8.35,18.3,15.5,1
70.4,55.2,9.14,16.3,37.5,55.7,422,10.9,23.9,32.8,0
20.9,11.4,26.4,26.7,32.5,60.4,514,16.5,20.7,40,0
89,67.3,16,24.1,27.4,36.8,470,19.1,21.1,31.1,0
12.9,4.14,17.5,13.1,3.34,33.1,710,10.7,37.9,81.3,0
19.5,4.53,66.7,297,46.6,62.6,461,47.8,82,106,1
17.3,13.8,29.7,313,35.9,48.3,445,11.7,35.2,73.7,1
74.3,42.2,24.1,28.6,18.4,37.9,552,22.5,39.6,47.8,0
22.1,24.1,27.4,400,196,274,931,16.7,24.4,40,1
18.3,20.9,49.6,114,38.5,52.8,449,18.3,26.9,45.7,1
50,50,58.8,379,14.3,18.4,496,6.67,13.8,14.6,1
38.9,9.91,35.5,93.9,8.51,54.7,1186,5.73,34.6,38.5,1
25,10,17.2,17,34.6,46.6,281,9.65,17,48.7,0
22.5,14.3,13.1,122,35.9,71.7,1186,9.82,30.5,28.1,1
13,26.7,28.6,33.4,64.4,118,1046,12.4,37.5,147,0
17.2,15.1,29.7,453,33.7,47.8,1263,40,78.4,121,1
9.73,3.05,30.5,30.2,15,57.3,1144,11.1,20,49.6,0
21.5,37.9,22.3,24.4,37.5,55.7,429,5.78,27.4,52.3,0
11.2,13.2,17.6,7.04,32.5,46.1,410,2.57,64.9,3.31,0
3.96,13.7,12,123,35.2,53.8,615,3.43,23.1,35.2,0
25.7,8.58,25.3,27.6,28.6,37.5,426,11.2,26.2,32.2,0
16.8,18.3,56.7,567,43.3,65.5,737,16.8,19.1,25,1
71.7,58.3,69.2,523,16.4,29.7,542,21.9,41,59.9,1
48.3,47,18.4,14.5,15.8,60.4,2227,8.9,24.4,39.2,0
21.9,2.76,22.9,125,15.5,26.9,392,37.5,70.4,145,0
7.3,16.8,12.7,202,28.9,49.1,594,5.05,30.2,28.1,0
19.1,10.4,12.1,195,97.3,151,1843,9.73,33.7,37.9,0
20.7,12.2,12.6,22.5,96.5,127,1155,6.55,31.3,45.7,0
30.2,17.9,66.1,276,50,76.4,673,29.7,56.7,74.3,1
22.3,22.7,12.7,64.9,38.5,77.7,2350,8.98,18.1,45.7,0
30,20.7,20,17.8,3.96,17.3,407,10.9,26.2,66.7,0
26.2,4.14,11.5,15,12.1,21.9,578,15.1,30,53.3,0
